Date,Close,High,Low,Open,Volume
2020-09-30,200.8345947265625,202.41009918439974,197.21568718363864,198.35196663004595,33829100
2020-10-01,202.8684539794922,204.32938063457078,201.77992010767034,203.85195324219404,27158400
2020-10-02,196.88150024414062,201.46480588853086,196.26083592410876,198.6097849842091,33154800
2020-10-05,200.88235473632812,200.91099921434176,197.63583971881565,197.86501011285242,21331600
2020-10-06,196.61419677734375,200.6914171417746,195.57340832290672,199.3928283273856,28554300
2020-10-07,200.357177734375,200.62453590384288,197.3875788228527,197.71222594721692,25681100
2020-10-08,201.0733184814453,201.6557804718175,198.91535195429182,201.006471654224,19925800
2020-10-09,206.0672149658203,206.11496062047993,201.69397817169286,201.69397817169286,26458000
2020-10-12,211.40481567382812,213.7537645457266,207.02203628581694,208.91264443105055,40461400
2020-10-13,212.79893493652344,215.04284947727942,210.47863026566432,212.66525585132484,28950800
2020-10-14,210.88922119140625,214.09753374216916,209.23732654938445,212.93260977868263,23421700
2020-10-15,209.74339294433594,210.41178833961618,206.25816444692333,207.29896717306707,22733100
2020-10-16,209.74339294433594,212.25465097016937,209.4187458337608,210.21126243606867,26057900
2020-10-19,204.5489959716797,212.26422448710105,204.0715685727298,210.46909280467258,27625800
2020-10-20,204.9595947265625,207.55680117288514,203.4700234408629,206.05768658353387,22753500
2020-10-21,205.1028289794922,207.1271166414113,203.49866522161116,203.49866522161116,22724900
2020-10-22,205.18875122070312,206.3059296091729,202.14276202063672,204.27208418481786,22351500
2020-10-23,206.46824645996094,206.5159921132841,203.53684984099252,205.32242362984323,18879600
2020-10-26,200.59588623046875,206.57327167863946,198.70527791822374,204.19569269246188,37111600
2020-10-27,203.6227569580078,204.97864883156453,200.83458308943582,202.03769472007534,36700300
2020-10-28,193.5299530029297,199.41186173741897,192.97615007156463,198.2946834325445,51195600
2020-10-29,195.4779052734375,197.99872174244132,194.188845271249,194.85725538789796,31432600
2020-10-30,193.3294677734375,195.06729607017297,190.60812555077848,194.31296712943194,36953700
2020-11-02,193.19577026367188,196.01258896348594,191.0855347795148,195.0672774818165,30842200
2020-11-03,197.11065673828125,198.72436357805273,193.95008988401975,194.68533211248038,27512000
2020-11-04,206.62098693847656,208.46386389843224,202.83021299937428,204.35798619198238,42311800
2020-11-05,213.20950317382812,214.0020343366813,211.16611466391598,212.01593477855405,36080100
2020-11-06,213.62013244628906,214.23123897961761,208.18700591079525,212.2260379268585,25231900
2020-11-09,208.53074645996094,217.82147990831737,208.04377574015598,214.3076211153665,44395000
2020-11-10,201.4839324951172,206.7260912789593,200.25217605253826,204.81638142880726,44045100
2020-11-11,206.77383422851562,208.1965587234727,202.62020953091454,202.80163429548938,29440800
2020-11-12,205.7139129638672,209.21822820406635,204.77815937346904,207.40400997799867,21593900
2020-11-13,206.73558044433594,207.6045016953903,204.4916806999845,206.59235807105273,18621100
2020-11-16,207.423095703125,207.91008095610752,204.83544745934216,205.1696378838174,24953300
2020-11-17,204.7781219482422,207.85274032620492,204.415272541372,206.3440828943152,24154100
2020-11-18,202.07843017578125,205.9940073608106,201.93481820711207,204.53882413845477,28372800
2020-11-19,203.36126708984375,203.94525399369454,200.9774488217173,202.3656247103316,24792700
2020-11-20,201.4178466796875,204.194169355236,201.0444789459679,203.15065627997777,22843100
2020-11-23,201.14981079101562,203.23683717236528,199.28297191593805,201.9539852898068,25683500
2020-11-24,204.73989868164062,205.11326647035582,199.9531246683301,200.65198958401243,33979700
2020-11-25,204.7494354248047,206.10887728216528,203.39957646316228,205.93656045611112,21012900
2020-11-27,206.0514373779297,207.04709439516884,204.91218300631596,205.68765254415658,14512200
2020-11-30,204.94091796875,205.60148040979328,201.8486519158757,204.9696374397487,33064800
2020-12-01,206.98965454101562,208.0523187829212,204.2516196677861,205.3621399555571,30904500
2020-12-02,206.18545532226562,206.2811966253991,203.72506159891105,205.71636091789838,23724500
2020-12-03,205.10366821289062,207.15240660691688,204.53881785971507,205.4578847635359,25120900
2020-12-04,205.2185516357422,206.19505750838957,204.08886550697892,205.08452256365908,24666000
2020-12-07,205.15151977539062,206.3482130777084,203.90697042743815,205.22810989970768,24620000
2020-12-08,206.79815673828125,207.69807237716685,203.81121513523243,204.84515983045816,23284100
2020-12-09,202.76771545410156,206.05143485387185,202.20287972305044,205.9844276253421,32440600
2020-12-10,201.54229736328125,203.99312283702398,201.3891171191543,202.7389906303878,26733300
